canonical_perturbation,direction,rank,gene_id,gene_name,effect
HK2,up,1,ENSG00000159399,HK2,0.6881206565916307
HK2,up,2,ENSG00000265972,TXNIP,0.3368208704826378
HK2,up,3,ENSG00000130656,HBZ,0.18751190794463574
HK2,up,4,ENSG00000250361,GYPB,0.18235841723468776
HK2,up,5,ENSG00000196565,HBG2,0.1819577124881654
HK2,up,6,ENSG00000250722,SEPP1,0.18014079510053346
HK2,up,7,ENSG00000279669,RP11-717F1.1,0.16689858382476552
HK2,up,8,ENSG00000147454,SLC25A37,0.15549821608579867
HK2,up,9,ENSG00000185222,WBP5,0.14628833798912302
HK2,up,10,ENSG00000196628,TCF4,0.1452329690624243
HK2,down,1,ENSG00000185198,PRSS57,-0.27660839920511754
HK2,down,2,ENSG00000117450,PRDX1,-0.20821491463314235
HK2,down,3,ENSG00000110492,MDK,-0.20260278025332287
HK2,down,4,ENSG00000213719,CLIC1,-0.19778492099613806
HK2,down,5,ENSG00000041357,PSMA4,-0.19706320991412796
HK2,down,6,ENSG00000163191,S100A11,-0.1780243297399131
HK2,down,7,ENSG00000090273,NUDC,-0.17584086885317451
HK2,down,8,ENSG00000080824,HSP90AA1,-0.1726073064303711
HK2,down,9,ENSG00000111640,GAPDH,-0.1697173286828078
HK2,down,10,ENSG00000070010,UFD1L,-0.16769334380523152
HNF4A,up,1,ENSG00000130656,HBZ,0.9220777930980296
HNF4A,up,2,ENSG00000250722,SEPP1,0.9056936254679803
HNF4A,up,3,ENSG00000251562,MALAT1,0.6242546759942195
HNF4A,up,4,ENSG00000130208,APOC1,0.5645503571020467
HNF4A,up,5,ENSG00000130203,APOE,0.5130080902040701
HNF4A,up,6,ENSG00000167641,PPP1R14A,0.5059634527277608
HNF4A,up,7,ENSG00000115255,REEP6,0.49725903374274294
HNF4A,up,8,ENSG00000245532,NEAT1,0.4656970885763998
HNF4A,up,9,ENSG00000142669,SH3BGRL3,0.4449909718884554
HNF4A,up,10,ENSG00000089472,HEPH,0.4403200429571237
HNF4A,down,1,ENSG00000196565,HBG2,-0.8997149468724718
HNF4A,down,2,ENSG00000187514,PTMA,-0.571848943549641
HNF4A,down,3,ENSG00000239672,NME1,-0.5694931297409797
HNF4A,down,4,ENSG00000116161,CACYBP,-0.5282741722451955
HNF4A,down,5,ENSG00000213934,HBG1,-0.5154691661426696
HNF4A,down,6,ENSG00000136732,GYPC,-0.49410952816920084
HNF4A,down,7,ENSG00000074800,ENO1,-0.49027236953693665
HNF4A,down,8,ENSG00000123416,TUBA1B,-0.48782903902593183
HNF4A,down,9,ENSG00000142227,EMP3,-0.4806135180030585
HNF4A,down,10,ENSG00000166165,CKB,-0.47824592501144303
HOXA13,up,1,ENSG00000251562,MALAT1,1.312584966966029
HOXA13,up,2,ENSG00000245532,NEAT1,1.0325057432750855
HOXA13,up,3,ENSG00000250361,GYPB,1.0001383157138328
HOXA13,up,4,ENSG00000100097,LGALS1,0.9404659517170775
HOXA13,up,5,ENSG00000196565,HBG2,0.9129514854247686
HOXA13,up,6,ENSG00000103490,PYCARD,0.7363631568737226
HOXA13,up,7,ENSG00000117091,CD48,0.6881238818676791
HOXA13,up,8,ENSG00000250722,SEPP1,0.6587273190898453
HOXA13,up,9,ENSG00000198054,DSCR8,0.6243030722076428
HOXA13,up,10,ENSG00000258274,RP11-887P2.5,0.5852251359945166
HOXA13,down,1,ENSG00000187514,PTMA,-0.9086018651399317
HOXA13,down,2,ENSG00000099901,RANBP1,-0.8913792632161397
HOXA13,down,3,ENSG00000108106,UBE2S,-0.744003202418967
HOXA13,down,4,ENSG00000239672,NME1,-0.7394145211585623
HOXA13,down,5,ENSG00000116649,SRM,-0.701413599005633
HOXA13,down,6,ENSG00000069482,GAL,-0.6882939444921738
HOXA13,down,7,ENSG00000116161,CACYBP,-0.6479694381043501
HOXA13,down,8,ENSG00000173207,CKS1B,-0.6321953660077395
HOXA13,down,9,ENSG00000115758,ODC1,-0.615441937291716
HOXA13,down,10,ENSG00000197061,HIST1H4C,-0.6117347014138989
HOXB9,up,1,ENSG00000170689,HOXB9,0.9204520336922946
HOXB9,up,2,ENSG00000251562,MALAT1,0.5344628697388776
HOXB9,up,3,ENSG00000245532,NEAT1,0.5213176750331934
HOXB9,up,4,ENSG00000114315,HES1,0.4803821951593356
HOXB9,up,5,ENSG00000196565,HBG2,0.463571506029653
HOXB9,up,6,ENSG00000227706,RP11-301G19.1,0.3758829882079724
HOXB9,up,7,ENSG00000148180,GSN,0.3491731137672692
HOXB9,up,8,ENSG00000100097,LGALS1,0.2794079096183618
HOXB9,up,9,ENSG00000204472,AIF1,0.27046646624811405
HOXB9,up,10,ENSG00000103490,PYCARD,0.26689902277194727
HOXB9,down,1,ENSG00000069482,GAL,-0.5263823795335241
HOXB9,down,2,ENSG00000130656,HBZ,-0.4255652697755018
HOXB9,down,3,ENSG00000069011,PITX1,-0.4021785315873668
HOXB9,down,4,ENSG00000239672,NME1,-0.3856960866114102
HOXB9,down,5,ENSG00000116649,SRM,-0.38196631131256986
HOXB9,down,6,ENSG00000116161,CACYBP,-0.3429430305860568
HOXB9,down,7,ENSG00000099901,RANBP1,-0.33336520444656126
HOXB9,down,8,ENSG00000165732,DDX21,-0.31935591892031573
HOXB9,down,9,ENSG00000115758,ODC1,-0.3149236924152231
HOXB9,down,10,ENSG00000187514,PTMA,-0.3089936792154521
HOXC13,up,1,ENSG00000251562,MALAT1,0.8824936269010342
HOXC13,up,2,ENSG00000196565,HBG2,0.7727756985877332
HOXC13,up,3,ENSG00000250361,GYPB,0.7351385426694524
HOXC13,up,4,ENSG00000245532,NEAT1,0.6808034491779693
HOXC13,up,5,ENSG00000100097,LGALS1,0.6502968800081055
HOXC13,up,6,ENSG00000196154,S100A4,0.580071126181944
HOXC13,up,7,ENSG00000103490,PYCARD,0.5367243650232597
HOXC13,up,8,ENSG00000130303,BST2,0.4919015807531749
HOXC13,up,9,ENSG00000117091,CD48,0.490857424327358
HOXC13,up,10,ENSG00000250722,SEPP1,0.4884020743933478
HOXC13,down,1,ENSG00000099901,RANBP1,-0.6162676529048916
HOXC13,down,2,ENSG00000239672,NME1,-0.591738652692535
HOXC13,down,3,ENSG00000187514,PTMA,-0.5633466532233533
HOXC13,down,4,ENSG00000116161,CACYBP,-0.5400780556835793
HOXC13,down,5,ENSG00000185198,PRSS57,-0.5098936748332435
HOXC13,down,6,ENSG00000069482,GAL,-0.5019368468194876
HOXC13,down,7,ENSG00000108106,UBE2S,-0.4942617517776193
HOXC13,down,8,ENSG00000117450,PRDX1,-0.4911130448805818
HOXC13,down,9,ENSG00000116649,SRM,-0.48088793806598457
HOXC13,down,10,ENSG00000115053,NCL,-0.47712605813253384
IER5L,up,1,ENSG00000130656,HBZ,1.2629021236932838
IER5L,up,2,ENSG00000250361,GYPB,0.9780993191030549
IER5L,up,3,ENSG00000196565,HBG2,0.7684715217345637
IER5L,up,4,ENSG00000142669,SH3BGRL3,0.6302208480795526
IER5L,up,5,ENSG00000170180,GYPA,0.6218538543129198
IER5L,up,6,ENSG00000158578,ALAS2,0.6049311764094136
IER5L,up,7,ENSG00000245532,NEAT1,0.5943325103283457
IER5L,up,8,ENSG00000188483,IER5L,0.5538967555721288
IER5L,up,9,ENSG00000117691,NENF,0.494911002706241
IER5L,up,10,ENSG00000213934,HBG1,0.46977030420706073
IER5L,down,1,ENSG00000069482,GAL,-0.5114793527831312
IER5L,down,2,ENSG00000117450,PRDX1,-0.4293219595971002
IER5L,down,3,ENSG00000026025,VIM,-0.42352623629153674
IER5L,down,4,ENSG00000123131,PRDX4,-0.3933697188131765
IER5L,down,5,ENSG00000239672,NME1,-0.3928060675038452
IER5L,down,6,ENSG00000074800,ENO1,-0.3906566262625366
IER5L,down,7,ENSG00000164687,FABP5,-0.38191540093093107
IER5L,down,8,ENSG00000116161,CACYBP,-0.37750703391940404
IER5L,down,9,ENSG00000090273,NUDC,-0.3395428251520767
IER5L,down,10,ENSG00000134333,LDHA,-0.33627743830520196
IGDCC3,up,1,ENSG00000130656,HBZ,1.4988921781402709
IGDCC3,up,2,ENSG00000174498,IGDCC3,1.1408976096285195
IGDCC3,up,3,ENSG00000158578,ALAS2,0.9521713462168409
IGDCC3,up,4,ENSG00000196565,HBG2,0.6646588818244555
IGDCC3,up,5,ENSG00000250361,GYPB,0.5143903624047637
IGDCC3,up,6,ENSG00000251562,MALAT1,0.4551405691620475
IGDCC3,up,7,ENSG00000213934,HBG1,0.44747350694367943
IGDCC3,up,8,ENSG00000245532,NEAT1,0.36748300570458503
IGDCC3,up,9,ENSG00000144591,GMPPA,0.34384114185393644
IGDCC3,up,10,ENSG00000130303,BST2,0.32562847709029297
IGDCC3,down,1,ENSG00000227706,RP11-301G19.1,-0.5174376198765132
IGDCC3,down,2,ENSG00000151287,TEX30,-0.4117235144063443
IGDCC3,down,3,ENSG00000108106,UBE2S,-0.40010022481881047
IGDCC3,down,4,ENSG00000197061,HIST1H4C,-0.39857699747004305
IGDCC3,down,5,ENSG00000185198,PRSS57,-0.38405265735395555
IGDCC3,down,6,ENSG00000117632,STMN1,-0.380369945681296
IGDCC3,down,7,ENSG00000164104,HMGB2,-0.3726365834701807
IGDCC3,down,8,ENSG00000143158,MPC2,-0.36795276331572635
IGDCC3,down,9,ENSG00000099901,RANBP1,-0.34573980492525325
IGDCC3,down,10,ENSG00000116161,CACYBP,-0.33508800685220064
IKZF3,up,1,ENSG00000130656,HBZ,3.167517616866088
IKZF3,up,2,ENSG00000196565,HBG2,2.4135773243782435
IKZF3,up,3,ENSG00000213934,HBG1,1.9440322375542722
IKZF3,up,4,ENSG00000206172,HBA1,1.5839964569012006
IKZF3,up,5,ENSG00000250361,GYPB,1.4647325327982719
IKZF3,up,6,ENSG00000188536,HBA2,1.214321259947408
IKZF3,up,7,ENSG00000158578,ALAS2,1.1584718802853915
IKZF3,up,8,ENSG00000170180,GYPA,1.0609409119449575
IKZF3,up,9,ENSG00000090013,BLVRB,0.9152196627972939
IKZF3,up,10,ENSG00000279669,RP11-717F1.1,0.9066208747815077
IKZF3,down,1,ENSG00000187514,PTMA,-0.6606896720410451
IKZF3,down,2,ENSG00000239672,NME1,-0.6465008843851852
IKZF3,down,3,ENSG00000069482,GAL,-0.6410767207680039
IKZF3,down,4,ENSG00000074800,ENO1,-0.6373829207514865
IKZF3,down,5,ENSG00000165732,DDX21,-0.6188115556934392
IKZF3,down,6,ENSG00000116649,SRM,-0.6163142037778464
IKZF3,down,7,ENSG00000099901,RANBP1,-0.6000867196753066
IKZF3,down,8,ENSG00000197061,HIST1H4C,-0.5956327937044279
IKZF3,down,9,ENSG00000144381,HSPD1,-0.5882228211714272
IKZF3,down,10,ENSG00000117450,PRDX1,-0.579361901214243
IRF1,up,1,ENSG00000240065,PSMB9,1.6469678864695074
IRF1,up,2,ENSG00000187608,ISG15,1.0473781537457287
IRF1,up,3,ENSG00000092010,PSME1,0.9770460211956227
IRF1,up,4,ENSG00000111640,GAPDH,0.9604183929864614
IRF1,up,5,ENSG00000071967,CYBRD1,0.8800296904195533
IRF1,up,6,ENSG00000136732,GYPC,0.8763715195541444
IRF1,up,7,ENSG00000130203,APOE,0.8323431834954333
IRF1,up,8,ENSG00000268621,AC006262.5,0.7442882245060453
IRF1,up,9,ENSG00000204525,HLA-C,0.7082189604753037
IRF1,up,10,ENSG00000136929,HEMGN,0.7074511011583282
IRF1,down,1,ENSG00000185198,PRSS57,-0.5395661205723409
IRF1,down,2,ENSG00000205542,TMSB4X,-0.46710216626339596
IRF1,down,3,ENSG00000151287,TEX30,-0.4483187359750131
IRF1,down,4,ENSG00000119403,PHF19,-0.4433851127338724
IRF1,down,5,ENSG00000197061,HIST1H4C,-0.4359518167063664
IRF1,down,6,ENSG00000088992,TESC,-0.3985673505235146
IRF1,down,7,ENSG00000279669,RP11-717F1.1,-0.3869627625852753
IRF1,down,8,ENSG00000163191,S100A11,-0.3821770201224897
IRF1,down,9,ENSG00000184009,ACTG1,-0.36274639783664897
IRF1,down,10,ENSG00000069011,PITX1,-0.3416026882656981
ISL2,up,1,ENSG00000141744,PNMT,0.2700798750409856
ISL2,up,2,ENSG00000250361,GYPB,0.24432952043109765
ISL2,up,3,ENSG00000167641,PPP1R14A,0.21638922012498102
ISL2,up,4,ENSG00000185420,SMYD3,0.21307057545202548
ISL2,up,5,ENSG00000196776,CD47,0.20833381080511768
ISL2,up,6,ENSG00000143158,MPC2,0.17049206201267705
ISL2,up,7,ENSG00000182054,IDH2,0.16829719002440546
ISL2,up,8,ENSG00000227706,RP11-301G19.1,0.16206354776202966
ISL2,up,9,ENSG00000159556,ISL2,0.1524433612858619
ISL2,up,10,ENSG00000177469,PTRF,0.14494844105052204
ISL2,down,1,ENSG00000130656,HBZ,-0.4161058502979421
ISL2,down,2,ENSG00000196565,HBG2,-0.24380285434739507
ISL2,down,3,ENSG00000069482,GAL,-0.22066454159211515
ISL2,down,4,ENSG00000165732,DDX21,-0.1640239041747359
ISL2,down,5,ENSG00000069011,PITX1,-0.1521355301274722
ISL2,down,6,ENSG00000096384,HSP90AB1,-0.14363472318847148
ISL2,down,7,ENSG00000213934,HBG1,-0.14007850400743221
ISL2,down,8,ENSG00000187837,HIST1H1C,-0.13915398586874383
ISL2,down,9,ENSG00000084234,APLP2,-0.13050180336980666
ISL2,down,10,ENSG00000147689,FAM83A,-0.1178776858462543
JUN,up,1,ENSG00000182871,COL18A1,0.9467773213115346
JUN,up,2,ENSG00000251562,MALAT1,0.879021593069187
JUN,up,3,ENSG00000159388,BTG2,0.8091699540390661
JUN,up,4,ENSG00000177606,JUN,0.7867531962700729
JUN,up,5,ENSG00000245532,NEAT1,0.7212572534263876
JUN,up,6,ENSG00000115457,IGFBP2,0.6422520848606398
JUN,up,7,ENSG00000069535,MAOB,0.498428660705208
JUN,up,8,ENSG00000196565,HBG2,0.477614209003985
JUN,up,9,ENSG00000084207,GSTP1,0.45662419260648923
JUN,up,10,ENSG00000100097,LGALS1,0.43935133341045984
JUN,down,1,ENSG00000069482,GAL,-0.5483783569294746
JUN,down,2,ENSG00000130656,HBZ,-0.4374930719635356
JUN,down,3,ENSG00000108106,UBE2S,-0.4359342806812517
JUN,down,4,ENSG00000185198,PRSS57,-0.4165677111968421
JUN,down,5,ENSG00000116161,CACYBP,-0.413698364645423
JUN,down,6,ENSG00000116649,SRM,-0.39217805035680875
JUN,down,7,ENSG00000096384,HSP90AB1,-0.38321908814439853
JUN,down,8,ENSG00000055118,KCNH2,-0.38010459173583333
JUN,down,9,ENSG00000134333,LDHA,-0.37919614160077153
JUN,down,10,ENSG00000109971,HSPA8,-0.3622919734985982
KIAA1804,up,1,ENSG00000196565,HBG2,0.6164566319654181
KIAA1804,up,2,ENSG00000245532,NEAT1,0.4679593986805653
KIAA1804,up,3,ENSG00000005187,ACSM3,0.4588516710143322
KIAA1804,up,4,ENSG00000251562,MALAT1,0.3562850974245959
KIAA1804,up,5,ENSG00000103490,PYCARD,0.3542330362154963
KIAA1804,up,6,ENSG00000070831,CDC42,0.33497883106335585
KIAA1804,up,7,ENSG00000092841,MYL6,0.3276155791627828
KIAA1804,up,8,ENSG00000026025,VIM,0.2743996400725889
KIAA1804,up,9,ENSG00000213934,HBG1,0.2585273138711543
KIAA1804,up,10,ENSG00000130656,HBZ,0.25790165435318696
KIAA1804,down,1,ENSG00000185198,PRSS57,-0.28958121697179223
KIAA1804,down,2,ENSG00000069482,GAL,-0.28416766159858675
KIAA1804,down,3,ENSG00000108106,UBE2S,-0.23956505062222822
KIAA1804,down,4,ENSG00000279669,RP11-717F1.1,-0.1990075912291066
KIAA1804,down,5,ENSG00000115758,ODC1,-0.1778108600507778
KIAA1804,down,6,ENSG00000041357,PSMA4,-0.17744514272380585
KIAA1804,down,7,ENSG00000119335,SET,-0.16293985025568275
KIAA1804,down,8,ENSG00000173207,CKS1B,-0.14750107861861556
KIAA1804,down,9,ENSG00000144381,HSPD1,-0.14466949940426937
KIAA1804,down,10,ENSG00000117450,PRDX1,-0.14383633108458993
KIF18B,up,1,ENSG00000143162,CREG1,0.5095277226473237
KIF18B,up,2,ENSG00000187837,HIST1H1C,0.3823117192211292
KIF18B,up,3,ENSG00000130656,HBZ,0.36568652398826257
KIF18B,up,4,ENSG00000186185,KIF18B,0.29457922896419014
KIF18B,up,5,ENSG00000251562,MALAT1,0.28483900454746625
KIF18B,up,6,ENSG00000279669,RP11-717F1.1,0.23940752430221088
KIF18B,up,7,ENSG00000250361,GYPB,0.23133338373412415
KIF18B,up,8,ENSG00000196565,HBG2,0.22938737410225624
KIF18B,up,9,ENSG00000133639,BTG1,0.16859137414934677
KIF18B,up,10,ENSG00000167996,FTH1,0.16423069344454355
KIF18B,down,1,ENSG00000116161,CACYBP,-0.23903725632856018
KIF18B,down,2,ENSG00000175130,MARCKSL1,-0.23835054207823525
KIF18B,down,3,ENSG00000069482,GAL,-0.1861017267324932
KIF18B,down,4,ENSG00000181163,NPM1,-0.18041995715735282
KIF18B,down,5,ENSG00000069011,PITX1,-0.17967582364855156
KIF18B,down,6,ENSG00000117450,PRDX1,-0.1786430144609258
KIF18B,down,7,ENSG00000041357,PSMA4,-0.17656674623906876
KIF18B,down,8,ENSG00000096384,HSP90AB1,-0.17499068748895913
KIF18B,down,9,ENSG00000173207,CKS1B,-0.1741922606633082
KIF18B,down,10,ENSG00000111716,LDHB,-0.16904802706972774
KIF2C,up,1,ENSG00000142945,KIF2C,0.8698771754071836
KIF2C,up,2,ENSG00000187837,HIST1H1C,0.32180150699270493
KIF2C,up,3,ENSG00000279669,RP11-717F1.1,0.14207302626651874
KIF2C,up,4,ENSG00000180573,HIST1H2AC,0.12778111703253936
KIF2C,up,5,ENSG00000268621,AC006262.5,0.11784413757324501
KIF2C,up,6,ENSG00000147454,SLC25A37,0.10704137404021166
KIF2C,up,7,ENSG00000182871,COL18A1,0.10649634682319623
KIF2C,up,8,ENSG00000197746,PSAP,0.09905149281023964
KIF2C,up,9,ENSG00000251562,MALAT1,0.09639722407715412
KIF2C,up,10,ENSG00000158578,ALAS2,0.08666518856363369
KIF2C,down,1,ENSG00000196230,TUBB,-0.16029860234630494
KIF2C,down,2,ENSG00000008018,PSMB1,-0.1515719990115769
KIF2C,down,3,ENSG00000116161,CACYBP,-0.1439774475847785
KIF2C,down,4,ENSG00000151287,TEX30,-0.14239810353412752
KIF2C,down,5,ENSG00000026025,VIM,-0.14108822828490972
KIF2C,down,6,ENSG00000041357,PSMA4,-0.14026455279659641
KIF2C,down,7,ENSG00000080824,HSP90AA1,-0.13178082200590505
KIF2C,down,8,ENSG00000213719,CLIC1,-0.12385188578069661
KIF2C,down,9,ENSG00000181163,NPM1,-0.11943213978508671
KIF2C,down,10,ENSG00000175130,MARCKSL1,-0.1159118068980729
KLF1,up,1,ENSG00000130656,HBZ,1.7250780102275125
KLF1,up,2,ENSG00000196565,HBG2,1.358706930066967
KLF1,up,3,ENSG00000034510,TMSB10,1.1817587522333328
KLF1,up,4,ENSG00000141744,PNMT,0.9345009852238664
KLF1,up,5,ENSG00000213934,HBG1,0.927923179705071
KLF1,up,6,ENSG00000105610,KLF1,0.923611477879467
KLF1,up,7,ENSG00000206172,HBA1,0.7027437783271526
KLF1,up,8,ENSG00000090013,BLVRB,0.6493686730701724
KLF1,up,9,ENSG00000182718,ANXA2,0.6038782558990352
KLF1,up,10,ENSG00000069482,GAL,0.5738816825504035
KLF1,down,1,ENSG00000185201,IFITM2,-0.36479951712364717
KLF1,down,2,ENSG00000227706,RP11-301G19.1,-0.335143358024586
KLF1,down,3,ENSG00000204472,AIF1,-0.2870095060571235
KLF1,down,4,ENSG00000167641,PPP1R14A,-0.25572626301750295
KLF1,down,5,ENSG00000182054,IDH2,-0.24926863533961605
KLF1,down,6,ENSG00000117632,STMN1,-0.24612899390381404
KLF1,down,7,ENSG00000185420,SMYD3,-0.2452816912692133
KLF1,down,8,ENSG00000266976,AC079466.1,-0.24312232645353626
KLF1,down,9,ENSG00000187837,HIST1H1C,-0.22497347925375508
KLF1,down,10,ENSG00000103485,QPRT,-0.224019254117625
KMT2A,up,1,ENSG00000118058,KMT2A,0.621208658435473
KMT2A,up,2,ENSG00000187837,HIST1H1C,0.5431600355454209
KMT2A,up,3,ENSG00000130656,HBZ,0.4474376301361034
KMT2A,up,4,ENSG00000196565,HBG2,0.2921120361181686
KMT2A,up,5,ENSG00000124635,HIST1H2BJ,0.2627798235546657
KMT2A,up,6,ENSG00000250361,GYPB,0.24861103066318305
KMT2A,up,7,ENSG00000245532,NEAT1,0.2347722978666225
KMT2A,up,8,ENSG00000251562,MALAT1,0.18809510698566645
KMT2A,up,9,ENSG00000167996,FTH1,0.1811915396582604
KMT2A,up,10,ENSG00000213934,HBG1,0.17535431836940557
KMT2A,down,1,ENSG00000164687,FABP5,-0.30524185544843935
KMT2A,down,2,ENSG00000130203,APOE,-0.23045613269263868
KMT2A,down,3,ENSG00000026025,VIM,-0.21644888348016977
KMT2A,down,4,ENSG00000142227,EMP3,-0.21527362513681325
KMT2A,down,5,ENSG00000111057,KRT18,-0.2112100654964063
KMT2A,down,6,ENSG00000069482,GAL,-0.20465143782637246
KMT2A,down,7,ENSG00000181163,NPM1,-0.17473958738305556
KMT2A,down,8,ENSG00000090273,NUDC,-0.16699007054431603
KMT2A,down,9,ENSG00000239672,NME1,-0.15296715033775374
KMT2A,down,10,ENSG00000133134,BEX2,-0.15227771745063332
LHX1,up,1,ENSG00000273706,LHX1,2.0622860500280615
LHX1,up,2,ENSG00000277268,RP11-445F12.1,0.8491380944988537
LHX1,up,3,ENSG00000163497,FEV,0.6235665418597194
LHX1,up,4,ENSG00000149485,FADS1,0.4362170876930037
LHX1,up,5,ENSG00000245532,NEAT1,0.4343633638325427
LHX1,up,6,ENSG00000130429,ARPC1B,0.43367066437966006
LHX1,up,7,ENSG00000130203,APOE,0.42897429371887325
LHX1,up,8,ENSG00000204472,AIF1,0.403237123812066
LHX1,up,9,ENSG00000147065,MSN,0.3734753498265139
LHX1,up,10,ENSG00000138772,ANXA3,0.3413896105330256
LHX1,down,1,ENSG00000130656,HBZ,-0.8786587019294712
LHX1,down,2,ENSG00000175130,MARCKSL1,-0.5051695527042737
LHX1,down,3,ENSG00000069482,GAL,-0.3860842299617563
LHX1,down,4,ENSG00000101439,CST3,-0.3619802805448058
LHX1,down,5,ENSG00000055118,KCNH2,-0.2957304630117085
LHX1,down,6,ENSG00000096384,HSP90AB1,-0.2577087759189761
LHX1,down,7,ENSG00000239672,NME1,-0.2558465499190863
LHX1,down,8,ENSG00000116161,CACYBP,-0.25516782210788713
LHX1,down,9,ENSG00000198336,MYL4,-0.2506604680796306
LHX1,down,10,ENSG00000115758,ODC1,-0.24791228065660303
LYL1,up,1,ENSG00000104903,LYL1,1.2642446804629786
LYL1,up,2,ENSG00000130656,HBZ,0.6443593435854273
LYL1,up,3,ENSG00000245532,NEAT1,0.20237078727867672
LYL1,up,4,ENSG00000251562,MALAT1,0.19466419087828213
LYL1,up,5,ENSG00000117691,NENF,0.16743611576677042
LYL1,up,6,ENSG00000127831,VIL1,0.1593183692823065
LYL1,up,7,ENSG00000166669,ATF7IP2,0.15285272126481714
LYL1,up,8,ENSG00000182871,COL18A1,0.14436336636696404
LYL1,up,9,ENSG00000163531,NFASC,0.1411498630324958
LYL1,up,10,ENSG00000184009,ACTG1,0.13372428503910672
LYL1,down,1,ENSG00000187837,HIST1H1C,-0.32953241318894955
LYL1,down,2,ENSG00000142227,EMP3,-0.23519626575697644
LYL1,down,3,ENSG00000279669,RP11-717F1.1,-0.21551361601039454
LYL1,down,4,ENSG00000069482,GAL,-0.21047684642784392
LYL1,down,5,ENSG00000116161,CACYBP,-0.20765697773889485
LYL1,down,6,ENSG00000162511,LAPTM5,-0.20371626485765704
LYL1,down,7,ENSG00000163191,S100A11,-0.20022789548034625
LYL1,down,8,ENSG00000130755,GMFG,-0.18891417213393635
LYL1,down,9,ENSG00000111229,ARPC3,-0.1769288270864042
LYL1,down,10,ENSG00000118640,VAMP8,-0.17351533046468
MAML2,up,1,ENSG00000160991,ORAI2,0.3247916300394088
MAML2,up,2,ENSG00000196565,HBG2,0.24510145351757082
MAML2,up,3,ENSG00000104341,LAPTM4B,0.24182469280587504
MAML2,up,4,ENSG00000149485,FADS1,0.23902061383149809
MAML2,up,5,ENSG00000130656,HBZ,0.23872451658319246
MAML2,up,6,ENSG00000069482,GAL,0.21075897591622256
MAML2,up,7,ENSG00000088992,TESC,0.19091256631471573
MAML2,up,8,ENSG00000136997,MYC,0.18389099555193958
MAML2,up,9,ENSG00000184384,MAML2,0.17942314283029465
MAML2,up,10,ENSG00000076356,PLXNA2,0.17162221264394642
MAML2,down,1,ENSG00000187837,HIST1H1C,-0.3610000096459989
MAML2,down,2,ENSG00000034510,TMSB10,-0.17632521843542442
MAML2,down,3,ENSG00000100097,LGALS1,-0.17346025845138618
MAML2,down,4,ENSG00000026025,VIM,-0.16655463778723187
MAML2,down,5,ENSG00000279669,RP11-717F1.1,-0.1552949446258461
MAML2,down,6,ENSG00000198168,SVIP,-0.13986150980562123
MAML2,down,7,ENSG00000251562,MALAT1,-0.13779553911881615
MAML2,down,8,ENSG00000124635,HIST1H2BJ,-0.13420182135569933
MAML2,down,9,ENSG00000110492,MDK,-0.13339655428078406
MAML2,down,10,ENSG00000245532,NEAT1,-0.12279829109629867
MAP2K3,up,1,ENSG00000034152,MAP2K3,0.5151432706921286
MAP2K3,up,2,ENSG00000069482,GAL,0.39352775514518235
MAP2K3,up,3,ENSG00000164687,FABP5,0.3251155854469113
MAP2K3,up,4,ENSG00000117450,PRDX1,0.31680210871145303
MAP2K3,up,5,ENSG00000196565,HBG2,0.31559441848487146
MAP2K3,up,6,ENSG00000123131,PRDX4,0.3136288181198741
MAP2K3,up,7,ENSG00000041357,PSMA4,0.3109777602776268
MAP2K3,up,8,ENSG00000130656,HBZ,0.29977188172214725
MAP2K3,up,9,ENSG00000116161,CACYBP,0.28324000730928056
MAP2K3,up,10,ENSG00000111716,LDHB,0.2544533233476736
MAP2K3,down,1,ENSG00000250361,GYPB,-0.3158940230014229
MAP2K3,down,2,ENSG00000136732,GYPC,-0.24140643864656483
MAP2K3,down,3,ENSG00000266976,AC079466.1,-0.21663200037805108
MAP2K3,down,4,ENSG00000167996,FTH1,-0.206647667225894
MAP2K3,down,5,ENSG00000034510,TMSB10,-0.197673458264975
MAP2K3,down,6,ENSG00000170180,GYPA,-0.18807413515160343
MAP2K3,down,7,ENSG00000100097,LGALS1,-0.17739579539474457
MAP2K3,down,8,ENSG00000182054,IDH2,-0.1761453121019968
MAP2K3,down,9,ENSG00000116717,GADD45A,-0.17584446200757078
MAP2K3,down,10,ENSG00000069011,PITX1,-0.17032797265946684
MAP2K6,up,1,ENSG00000069482,GAL,0.2344691973764736
MAP2K6,up,2,ENSG00000070010,UFD1L,0.22641387573955762
MAP2K6,up,3,ENSG00000186283,TOR3A,0.2198189402803222
MAP2K6,up,4,ENSG00000117450,PRDX1,0.21853864509645216
MAP2K6,up,5,ENSG00000041357,PSMA4,0.21729501830863834
MAP2K6,up,6,ENSG00000187837,HIST1H1C,0.21615702795199554
MAP2K6,up,7,ENSG00000213719,CLIC1,0.2127913264312551
MAP2K6,up,8,ENSG00000111057,KRT18,0.2093882802760733
MAP2K6,up,9,ENSG00000123131,PRDX4,0.20362526455434246
MAP2K6,up,10,ENSG00000008018,PSMB1,0.1921017083612624
MAP2K6,down,1,ENSG00000266976,AC079466.1,-0.25642139171599465
MAP2K6,down,2,ENSG00000135047,CTSL,-0.22504334447065155
MAP2K6,down,3,ENSG00000130656,HBZ,-0.21307372056467336
MAP2K6,down,4,ENSG00000197766,CFD,-0.18220716452972735
